Index,Test Name,Version,Sample Group Name,Unit,Increase Is Better,Min,Max,Median,Average,Standard Deviation,Sum,Values
0,"MiniCore.EditorTests.NetworkHandlerDispatchPerformanceTests.NormalHandlerInvoker_DispatchesMessage_WithoutReflection",1,"Network.NormalHandlerDispatch.GC()","Undefined",No,5E-06,2.3E-05,5E-06,7.88E-06,4.90974541091491E-06,0.000197,2.3E-05, 5E-06, 5E-06, 5E-06, 1.4E-05, 5E-06, 5E-06, 5E-06, 1.4E-05, 5E-06, 5E-06, 5E-06, 1.4E-05, 5E-06, 5E-06, 5E-06, 1.4E-05, 5E-06, 5E-06, 5E-06, 1.4E-05, 5E-06, 5E-06, 5E-06, 1.4E-05
1,"MiniCore.EditorTests.NetworkHandlerDispatchPerformanceTests.NormalHandlerInvoker_DispatchesMessage_WithoutReflection",1,"Network.NormalHandlerDispatch","Millisecond",No,40.8672999999999,43.8969999999999,41.3263000000001,41.655175,0.861868278726548,833.103499999999,43.8969999999999, 41.0952, 40.9625000000001, 41.9475, 41.5474999999999, 42.1016999999999, 41.3217999999999, 41.9704999999999, 41.1246999999998, 41.0391999999997, 41.0711999999999, 42.8110000000001, 40.9667, 41.4151999999999, 41.3308000000002, 40.8948999999998, 40.8996000000002, 40.8672999999999, 43.462, 42.3772000000004
